ETC_20150317_000001	凱帕
ETC_20150317_002151	Dandel：丹德爾：51/Dandel：丹德爾：51/Dandel：丹德爾：51/zigri_purple：暗黑吉嘎利：54
ETC_20150317_002152	從縫隙出來的溫迪戈
ETC_20150317_002153	佩迪米安是什麼地方？
ETC_20150317_002154	神聖地區和商業地區
ETC_20150317_002155	中央澤米娜女神像
ETC_20150317_002156	老人的真面目
ETC_20150317_002157	佩迪米安的飲食
ETC_20150317_002158	為了解除封印，請跟被召喚的札卡里耶爾的守護者對話吧！
ETC_20150317_002159	已追加狀態點數！
ETC_20150317_002160	什麼事也沒發生！
ETC_20150317_002161	用腳踢了箱子，赤紅布貝鬥士出現了！
ETC_20150317_002162	已取得峽谷阿瑪拉斯！
ETC_20150317_002163	中了峽谷阿瑪拉斯的毒，神智變得很模糊！
ETC_20150317_002164	解除封印！
ETC_20150317_002165	保護封印失敗了。{nl}請再重新試著解除封印！
ETC_20150317_002166	一開啟寶箱，霍克瑪們就開始湧上來了！
ETC_20150317_002167	沒有要使用卷軸的霍克瑪戰鬥隊長。
ETC_20150317_002168	正在進行其它活動任務，所以不能使用。
ETC_20150317_002169	什麼都不是的樣子
ETC_20150317_002170	沒什麼特別的反應
ETC_20150317_002171	這裡為什麼會有這種東西呢？
ETC_20150317_002172	繼續觀察好像也沒什麼用。
ETC_20150317_002173	還是繼續走該走的路吧！
ETC_20150317_002174	正在觀察破碎的雕像
ETC_20150317_002175	已撿拾老舊項鍊！
ETC_20150317_002176	又將項鍊丟棄了！
ETC_20150317_002177	觀察中
ETC_20150317_002178	正放在原地
ETC_20150317_002179	看來是有故事的遺物
ETC_20150317_002180	好像必須將項鍊掛在那個無名勇士的墳墓才行。
ETC_20150317_002181	怪物們出現在寶箱周邊！
ETC_20150317_002182	正在觀察凹槽
ETC_20150317_002183	已採集珍貴的松露菇！
ETC_20150317_002184	火種剩下50%！
ETC_20150317_002185	火種剩下40%！
ETC_20150317_002186	火種剩下30%！
ETC_20150317_002187	火種剩下20%！
ETC_20150317_002188	火種剩下10%！
ETC_20150317_002189	已獲得木箭！放入火種維持火吧！
ETC_20150317_002190	正在丟擲木箭
ETC_20150317_002191	正在調查石柱
ETC_20150317_002192	正望著大王之眼
ETC_20150317_002193	正在解除封印
ETC_20150317_002194	透過被召換的札卡里耶爾部下解除封印吧！
ETC_20150317_002195	是假的封印！
ETC_20150317_002196	已找到的柱子！
ETC_20150317_002197	正在採集蘆葦的軟根莖
ETC_20150317_002198	因為採集了蘆葦的軟根莖，所以被蘆葦葉割傷了！
ETC_20150317_002199	被蘆葦葉割傷的地方出血了！
ETC_20150317_002200	造個墳墓給你
ETC_20150317_002201	正在打造莉莉亞之墓
ETC_20150317_002202	正在丟棄音樂盒
ETC_20150317_002203	將音樂盒丟在原來的位置上。
ETC_20150317_002204	正在草堆上翻找
ETC_20150317_002205	在草堆裡發現了音樂盒！
ETC_20150317_002206	正在採集嫩葉
ETC_20150317_002207	已採集阿賽魯的嫩葉！
ETC_20150317_002208	從阿賽魯的根跳出了凱帕里！
ETC_20150317_002209	正在扒開糧食堆
ETC_20150317_002210	食物殘渣掉了。{nl}從伊詩佛拉詩廣場的那個糧食堆那裡再取得更多的食物殘渣回來吧！
ETC_20150317_002211	沒有會丟麵包的怪物。
ETC_20150317_002212	破壞中
ETC_20150317_002213	因為懶惰樹根水晶的氣息，移動速度變慢了！{nl}如果要消滅這個氣息，必須要消滅內巴新卡斯街道的樹根水晶才行！
ETC_20150317_002214	解除中
ETC_20150317_002215	解除水晶核失敗了。
ETC_20150317_002216	解除水晶核成功了，並得到耐力！
ETC_20150317_002217	水晶核發生異常反應，老舊的努德鉤子出現了！
ETC_20150317_002218	符咒碎片合併成1張符咒！
ETC_20150317_002219	已成功解除變形樹根水晶！
ETC_20150317_002220	因為碰到錯誤樹根水晶而昏迷了！
ETC_20150317_002221	因為碰到錯誤樹根水晶而睡著了！
ETC_20150317_002222	因為碰到錯誤樹根水晶，移動速度暫時變慢了！
ETC_20150317_002223	因為碰到錯誤樹根水晶而結凍了！
ETC_20150317_002224	我不會就這樣算了！你們這些壞傢伙！
ETC_20150317_002225	那些叛徒.. 我不會原諒的！就算粉身碎骨我也會報仇的..！！
ETC_20150317_002226	正在安慰靈魂
ETC_20150317_002227	這樣啊.. 多此一舉..
ETC_20150317_002228	什麼都不需要！我不會原諒的！
ETC_20150317_002229	你這傢伙我也不會原諒！！
ETC_20150317_002230	正在摘花
ETC_20150317_002231	已獲得花！
ETC_20150317_002232	正將花獻給祭壇
ETC_20150317_002233	雖然憎恨那些叛徒.. 但是我現在得回去了..
ETC_20150317_002234	因為安慰了受到束縛的靈魂，被憤怒蠶食，變成怪物了！
ETC_20150317_002235	我無法原諒那些傢伙.. 那些傢伙！
ETC_20150317_002236	就算我下地獄，我也不會原諒那些傢伙！
ETC_20150317_002237	竟然背叛曾經是同伴的我們！
ETC_20150317_002238	朝聖者莉莉亞*
ETC_20150317_002239	丟棄中
ETC_20150317_002240	再次丟棄了地圖！
ETC_20150317_002241	正在翻找灰塵堆
ETC_20150317_002242	已獲得地圖！請用滑鼠右鍵使用看看吧！
ETC_20150317_002243	正將地圖放入筒子中
ETC_20150317_002244	已將地圖放入回收筒中。
ETC_20150317_002245	正在重新撿拾地圖
ETC_20150317_002246	已再次回收曾經放入筒子中的地圖！
ETC_20150317_002247	獲得聖所的祝福，在30秒內可以跑得更快！
ETC_20150317_002248	打算捐款100銀幣。
ETC_20150317_002249	打算捐款500銀幣。
ETC_20150317_002250	打算捐款1000銀幣。
ETC_20150317_002251	打算捐款40銀幣。
ETC_20150317_002252	打算捐款50銀幣。
ETC_20150317_002253	按計劃已捐款100銀幣。
ETC_20150317_002254	按計劃已捐款500銀幣。
ETC_20150317_002255	按計劃已捐款1000銀幣。
ETC_20150317_002256	按計劃已捐款40銀幣。
ETC_20150317_002257	按計劃已捐款50銀幣。
ETC_20150317_002258	獲得聖所的祝福，攻擊力變強了！
ETC_20150317_002259	正在採集露水
ETC_20150317_002260	已成功取得露水！
ETC_20150317_002261	已察覺周邊有將標誌撕爛並吞噬的怪物！{nl}請用V鍵使用信仰的標誌！
ETC_20150317_002262	詛咒聖所的牢獄鬥士
ETC_20150317_002263	因為信仰的標誌之力，詛咒聖所的牢獄鬥士出現了！
ETC_20150317_002264	獲得聖所的祝福，在10秒內可以進行強力地攻擊！
ETC_20150317_002265	獲得聖所的祝福，在10秒內獲得神聖的氣息！
ETC_20150317_002266	膜拜女神像
ETC_20150317_002267	利用傳點
ETC_20150317_002268	膜拜中
ETC_20150317_002269	正在折獻花要用的花
ETC_20150317_002270	已取得花！
ETC_20150317_002271	已取得花香！
ETC_20150317_002272	購入
ETC_20150317_002273	捐款10銀幣。
ETC_20150317_002274	已捐款10銀幣！
ETC_20150317_002275	獲得聖所的祝福，在10秒內恢復速度變快了！
ETC_20150317_002276	正在採取凝結在墓碑的露水
ETC_20150317_002277	已成功採集露水！
ETC_20150317_002278	已將露水裝在皮袋裡！
ETC_20150317_002279	正在刨開根莖
ETC_20150317_002280	赤紅安佛露樹
ETC_20150317_002281	在蘆葦的根莖，赤紅安佛露樹出現！
ETC_20150317_002282	根莖毒噴出，昏迷了！
ETC_20150317_002283	已獲得怪物角質！
ETC_20150317_002284	正在設置甕
ETC_20150317_002285	正在裝樹液
ETC_20150317_002286	從未知的柱子上掉落了圖案石碎片！
ETC_20150317_002287	已又取得5個食物殘渣！
ETC_20150317_002288	成功引誘！
ETC_20150317_002289	其他怪物聞到霉味都湧上來了！
ETC_20150317_002290	踩到仙人掌妖精的懶惰泥沼，移動速度變慢了！
ETC_20150317_002291	踩到汙染痕跡，暫時陷入昏迷狀態！
ETC_20150317_002292	救命啊！放我出去！該死的傢伙！
ETC_20150317_002293	沒有反應！請再試一次。
ETC_20150317_002294	在花的根莖，怪物出現了！
ETC_20150317_002295	被蘆葦葉蹭到受了傷！
ETC_20150317_002296	什麼也沒有得到！
ETC_20150317_002297	已取得聖所的徽章！
ETC_20150317_002298	無法取得聖所的徽章！
ETC_20150317_002299	徽章觸發器
ETC_20150317_002300	根莖寄生安佛露樹
ETC_20150317_002301	衛塔斯施展了睡眠！
ETC_20150317_002302	已成功幫忙解除靈魂的束縛！
ETC_20150317_002303	靈魂攻擊過來！請先擊退怪物！
ETC_20150317_002304	已成功狩獵靈魂受到束縛的怪物！
ETC_20150317_002305	花
ETC_20150317_002306	曾經受到祭壇束縛的靈魂
ETC_20150317_002307	已取得藥材！
ETC_20150317_002308	請取回泉水附近的甕！
ETC_20150317_002309	已裝好樹液！
ETC_20150317_002310	找我有什麼事..
ETC_20150317_002311	跟恢復精神的亞崑對話吧！
ETC_20150317_002312	正在說明撿到音樂盒的地方
ETC_20150317_002313	食物殘渣已滿。{nl}先使用食物殘渣，然後再來取得吧！
ETC_20150317_002314	已取得布貝的衣角！{nl}應該是線索物品！
ETC_20150317_002315	難民的體力耗盡，任務失敗了！{nl}5分鐘內不能再進行此任務。
ETC_20150317_002316	超過限制時間，任務失敗了！{nl}5分鐘內不能再進行此任務。
ETC_20150317_002317	正在使用空間的紋章
ETC_20150317_002318	請在擁有和空間的紋章類似圖案的柱子旁邊使用。
ETC_20150317_002319	已經是解除的結界！
ETC_20150317_002320	膜拜澤米娜女神像，恢復狀態吧！
ETC_20150317_002321	貓頭鷹雕像火種熄滅了！
ETC_20150317_002322	無法守護貓頭鷹雕像的火種！
ETC_20150317_002323	封印裝置已解除！
ETC_20150317_002324	跟很累的德拉涪里溫對話吧！
ETC_20150317_002325	正在說服德拉涪里溫
ETC_20150317_002326	德拉涪里溫好像打算重新回到人類的模樣！
ETC_20150317_002327	就算跟精神百倍的德拉涪里溫對話也沒有用！
ETC_20150317_002328	正在收拾糧食堆
ETC_20150317_002329	只有在大餓鬼路可以使用。
ETC_20150317_002330	正在進行特定任務，無法使用。
ETC_20150317_002331	扒開糧食堆之後，爆炸了！
ETC_20150317_002332	在一堆東西裡，柯瓦出現了！
ETC_20150317_002333	因為發生灰塵爆炸，暫時昏迷了！
ETC_20150317_002334	從柯瓦那裡獲得了潮濕的苔蘚！{nl}將這個撒在樹根水晶然後獵捕不祥吧！
ETC_20150317_002335	正在撒苔蘚
ETC_20150317_002336	撒了苔蘚，火勢變小了！
ETC_20150317_002337	已經用苔蘚讓不祥睡著了，現在請破壞變形樹根水晶吧！
ETC_20150317_002338	怪物們全部進入箱子了！
ETC_20150317_002339	將怪物放入寶箱裡了！
ETC_20150317_002340	必須將怪物們拉到寶箱周邊然後消滅掉！
ETC_20150317_002341	因為沒有樹根水晶核，所以沒有辦法消除，也沒有辦法破壞。{nl}從周圍的怪物那裡尋到水晶核之後，再試試看吧！
ETC_20150317_002342	正在令水晶產生反應
ETC_20150317_002343	擁有樹根水晶核心的怪物的靈魂脫離了！
ETC_20150317_002344	脫離的怪物靈魂
ETC_20150317_002345	必須將周邊的怪物帶來，令體力耗盡後弄出靈魂。
ETC_20150317_002346	樹根水晶沒有反應
ETC_20150317_002347	正在撒試劑
ETC_20150317_002348	已撒好試劑！{nl}現在等看看靈魂是否會脫離出來！
ETC_20150317_002349	什麼反應也沒有。{nl}請再對其它怪物試試看。
ETC_20150317_002350	必須要有花才可以召喚出靈魂！
ETC_20150317_002351	已獻上全部祭物！
ETC_20150317_002352	已獻上祭物！
ETC_20150317_002353	必須將怪物引誘到聖所周邊並消滅掉！
ETC_20150317_002354	產生怪物召喚陣的地板已擦乾淨了！
ETC_20150317_002355	女神像的體力掉到60%以下！{nl}必須砍掉藤蔓才行！
ETC_20150317_002356	女神像的體力掉到20%以下！{nl}必須砍掉藤蔓才行！
ETC_20150317_002357	女神像的體力掉到10%以下！{nl}必須砍掉藤蔓才行！
ETC_20150317_002358	花變黑凋謝了！
ETC_20150317_002359	正重新撿拾圖畫
ETC_20150317_002360	已重新撿拾圖畫
ETC_20150317_002361	正在丟棄圖畫
ETC_20150317_002362	已將圖畫丟在墓碑上
ETC_20150317_002363	正重新拿出手帕
ETC_20150317_002364	從箱子拿出手帕
ETC_20150317_002365	正將手帕放入箱子
ETC_20150317_002366	已將手帕放在道路箱子裡，可以再拿出來。
ETC_20150317_002367	沒有鑰匙。{nl}從怪物那裡取得鑰匙後再來吧！
ETC_20150317_002368	帶著輔助魔法具，方尖塔啟動確認。
ETC_20150317_002369	實驗失敗
ETC_20150317_002370	已燒掉祭文。
ETC_20150317_002371	燒祭文
ETC_20150317_002372	稻草人修理中
ETC_20150317_002373	選擇台詞1
ETC_20150317_002374	選擇台詞2
ETC_20150317_002375	離開位置。
ETC_20150317_002376	第1個位置
ETC_20150317_002377	第2個位置
ETC_20150317_002378	第3個位置
ETC_20150317_002379	第4個位置
ETC_20150317_002380	木柴堆
ETC_20150317_002381	女神請帶路！
ETC_20150317_002382	吸收守護者的氣息
ETC_20150317_002383	移動。
ETC_20150317_002384	不移動。
ETC_20150317_002385	{@st59}SP, SP恢復力增加{/}
ETC_20150317_002386	任務 {nl}目標達成
ETC_20150317_002387	我看見了！分明不是鐵甲殭屍。
ETC_20150317_002388	都說了不是鐵甲殭屍。
ETC_20150317_002389	如果是鐵甲殭屍，我為什麼要追來？
ETC_20150317_002390	你說薩爾提斯托的鐵甲殭屍？不可能。
ETC_20150317_002391	需要達成事前條件 ：
ETC_20150317_002392	級以上
ETC_20150317_002393	級以下
ETC_20150317_002394	階級
ETC_20150317_002395	階級以上
ETC_20150317_002396	階級以下
ETC_20150317_002397	男性角色專用
ETC_20150317_002398	女性角色專用
ETC_20150317_002399	道具
ETC_20150317_002400	個 需要
ETC_20150317_002401	需要
ETC_20150317_002402	低階任務條件{nl}
ETC_20150317_002403	無法滿足任務事前條件，無法和隊員一起進行。
ETC_20150317_002404	渾濁氣息要傾瀉而出了，快點逃吧！
ETC_20150317_002405	成功破壞魔族召喚陣
ETC_20150317_002406	破壞魔力精煉所
ETC_20150317_002407	發瘋的潘圖
ETC_20150317_002408	守護淨化祭壇失敗
ETC_20150317_002409	成功消滅魔龍凱拉斯！{nl}請切除佛蘭普之根。
ETC_20150317_002410	成功消滅莫雷克！{nl}請切除佛蘭普之根。
ETC_20150317_002411	成功切除佛蘭普之根！請消滅魔龍凱拉斯。
ETC_20150317_002412	成功消滅佛蘭普之根！請消滅莫雷克。
ETC_20150317_002413	成功淨化渾濁氣息(
ETC_20150317_002414	保護王陵石燈失敗！
ETC_20150317_002415	被汙染的畢卡拉斯爆炸了。
ETC_20150317_002416	被汙染的畢卡拉斯即將要爆炸了。
ETC_20150317_002417	阻止王陵破壞失敗！
ETC_20150317_002418	大教堂建造的時期
ETC_20150317_002419	關於那柯堤斯
ETC_20150317_002420	獲得靈魂精髓！
ETC_20150317_002421	變質的靈魂。
ETC_20150317_002422	靈魂精髓如灰塵般飄散在空中。
ETC_20150317_002423	開啟1個
ETC_20150317_002424	開啟2個
ETC_20150317_002425	開啟3個
ETC_20150317_002426	開啟4個
ETC_20150317_002427	開啟5個
ETC_20150317_002428	開啟6個
ETC_20150317_002429	確認精髓中
ETC_20150317_002430	確認經典內容
ETC_20150317_002431	獲得經典！
ETC_20150317_002432	非常老舊且被弄髒的經典。
ETC_20150317_002433	就算是老人還是很有幫助
ETC_20150317_002434	詢問裝置的位置。
ETC_20150317_002435	槽和聖遺物一致！
ETC_20150317_002436	無法將聖遺物放入槽中。
ETC_20150317_002437	放入慈悲的聖遺物。
ETC_20150317_002438	放入救援的聖遺物。
ETC_20150317_002439	主教亞烏雷利屋斯的靈魂已經在等你了。
ETC_20150317_002440	確認中
ETC_20150317_002441	在下方發現了道具。
ETC_20150317_002442	什麼也沒有發現。
ETC_20150317_002443	種族
ETC_20150317_002444	屬性
ETC_20150317_002445	{Count}個獲得
ETC_20150317_002446	已找到和那柯堤斯有關的資料。
ETC_20150317_002447	找不到和那柯堤斯有關的內容。
ETC_20150317_002448	獲得藥材！
ETC_20150317_002449	裝置好像被打開了。
ETC_20150317_002450	使用鑰匙。
ETC_20150317_002451	先保留。
ETC_20150317_002452	使用鑰匙開啟了裝置。
ETC_20150317_002453	知道尋找過的物品在哪裡。
ETC_20150317_002454	知道人類藏起來的物品哪裡。
ETC_20150317_002455	是可以讓那柯堤斯好好看清楚的機會。
ETC_20150317_002456	必須快點找到。
ETC_20150317_002457	機會只有現在有。
ETC_20150317_002458	說服成功！
ETC_20150317_002459	先前往！
ETC_20150317_002460	變身成功！{nl}請將情報泄露給那柯堤斯手下們！
ETC_20150317_002461	正在喝變身藥水
ETC_20150317_002462	知道了..
ETC_20150317_002463	封印裝置解除
ETC_20150317_002464	封印裝置解除中
ETC_20150317_002465	使用紅色鑰匙。
ETC_20150317_002466	使用藍色鑰匙。
ETC_20150317_002467	使用紫色鑰匙。
ETC_20150317_002468	使用綠色鑰匙。
ETC_20150317_002469	使用黃色鑰匙。
ETC_20150317_002470	寶珠開始發光了。
ETC_20150317_002471	沒有鑰匙。
ETC_20150317_002472	關於解開秘密的提示
ETC_20150317_002473	關於獲得救援的聖物之方法
ETC_20150317_002474	關於聖物
ETC_20150317_002475	詢問第二種裝置。
ETC_20150317_002476	下一個裝置的位置
ETC_20150317_002477	藥材腐爛了。
ETC_20150317_002478	內容確認中..
ETC_20150317_002479	確認和藥相關的內容
ETC_20150317_002480	是和藥無關的內容。
ETC_20150317_002481	那柯堤斯的手下們已破壞鍋子。
ETC_20150317_002482	懷疑梅伊班裝置的耐久度
ETC_20150317_002483	那柯堤斯的手下們
ETC_20150317_002484	最後一把錀匙的下落
ETC_20150317_002485	那柯堤斯的下落
ETC_20150317_002486	寶珠和鑰匙
ETC_20150317_002487	已吸收微弱石化霜。
