QUEST_LV_0100_20150317_000001	警戒兵
QUEST_LV_0100_20150317_000912	結果傑斯堤逃走了嗎？{nl}沒關係。既然你已經獲得了啟示，那我們就算是完成使命了。{nl}
QUEST_LV_0100_20150317_000913	一定要找到薩勒女神…{nl}啟示所提到的繽紛溪谷就是從這裡上方的草伽藍址開始。{nl}那麼我就此告退。願女神的祝福與你同在。
QUEST_LV_0100_20150317_000914	找到啟示的話，就去將這段期間發生的事情告訴聖殿十字軍大師吧，{nl}願女神的祝福與你同在。
QUEST_LV_0100_20150317_000915	傑斯堤似乎還沒察覺到，{nl}必須快點準備聖具才行。
QUEST_LV_0100_20150317_000916	準備就緒，{nl}聖堂的結界很快就會削弱傑斯堤的力量。{nl}
QUEST_LV_0100_20150317_000917	你應該能對付變弱的傑斯堤，{nl}將傑斯堤逼到絕路時，我會用聖具給他最後一擊。
QUEST_LV_0100_20150317_000918	原來這是瑪查斯休憩地的結界碎片，{nl}不需要太擔心，{nl}恢復結界的方法相當多，應該不會有事。
QUEST_LV_0100_20150317_000919	沒想到魔族們會利用召喚陣進行移動，{nl}最好還是趁被包圍前消滅敵人吧。
QUEST_LV_0100_20150317_000920	明明有數量如此龐大的魔族，你卻還能突破重圍，{nl}啟示者果然很厲害。{nl}
QUEST_LV_0100_20150317_000921	原來這就是啟示，{nl}千萬別隨便拿給別人看，好好收藏起來吧。{nl}
QUEST_LV_0100_20150317_000922	快點去找聖殿十字軍大師吧，{nl}我會引導你該走的路。
QUEST_LV_0100_20150317_000923	泰內聖堂已經拜託我最好的朋友阿爾基斯了，{nl}我絕對不會輸給傑斯堤，但凡事還是要做好最壞的打算。
QUEST_LV_0100_20150317_000924	能對抗玉光懸崖的傑斯堤的武器就是這個聖具了。{nl}是從初代聖殿十字軍開始流傳下的聖具。{nl}
QUEST_LV_0100_20150317_000925	除了這個聖具以外，王國還有幾個珍貴的武器，{nl}4年前的神樹之日，那些武器拯救了許多生命。
QUEST_LV_0100_20150317_000926	接下來我要將注意力全都放在聖具上，{nl}這段期間你就幫忙別讓我受到妨礙。
QUEST_LV_0100_20150317_000927	真是抱歉。全都怪我的能力太差了，{nl}既然傑斯堤已經知道治療的聖物並非啟示，那他接下來的目標一定是聖堂。{nl}
QUEST_LV_0100_20150317_000928	但我衰弱的身體已經不聽使喚了，{nl}現在只能相信我的老朋友阿爾基斯和你了。{nl}
QUEST_LV_0100_20150317_000929	出發吧！泰內聖堂就在落林花園啊！{nl}請務必要阻止啟示落入傑斯堤手中。
QUEST_LV_0100_20150317_000930	光靠我一個人實在太吃力了，{nl}最好還是啟動瑪爾達祭壇吧。{nl}
QUEST_LV_0100_20150317_000931	如果使用瑪爾達祭壇，要刻印周圍的魔族。{nl}只要消滅那個魔族就可以了。
QUEST_LV_0100_20150317_000932	我們要做的事情還很多，{nl}女神沒有教過我們放棄這種東西。
QUEST_LV_0100_20150317_000933	看來這個世界還需要年輪，{nl}我們之所以能走到這一步，大概都是因為有女神幫助的關係。
QUEST_LV_0100_20150317_000934	樹木哨所結界的活性化比預期中的還要慢，{nl}已經沒時間了，就來利用魔族的靈魂吧。
QUEST_LV_0100_20150317_000935	所有的靈魂都很純粹，{nl}所以就算是魔族的靈魂，應該也能使用神聖力填補吧。
QUEST_LV_0100_20150317_000936	已經用魔族的靈魂填補樹木哨所結界了，{nl}雖然最後還稍嫌不足，但那點程度就讓我來處理吧，{nl}辛苦了。
QUEST_LV_0100_20150317_000937	真是厲害？ 原來也能用那種方式施展結界，{nl}連聖殿十字軍們都不知道這種事情呢。{nl}
QUEST_LV_0100_20150317_000938	好累啊。想休息一下。{nl}只要讓我稍微喘息一下就可以了，能否幫我消滅周邊的魔族呢？
QUEST_LV_0100_20150317_000939	能夠應付這麼龐大數量的敵人也很厲害，{nl}這全都是聖殿十字軍大師的功勞。
QUEST_LV_0100_20150317_000940	凱奈司的年紀雖小，但卻很厲害，{nl}應該能放心委託他吧。
QUEST_LV_0100_20150317_000941	看守者傳來了緊急消息，{nl}巨大的魔族怪物正往這邊飛過來，{nl}請快點跟我來。{nl}
QUEST_LV_0100_20150317_000942	居住在森林深處的比特雷巨蜂飛過來了，{nl}據說還在羅祖斯高原上方築了蜂窩，太危險了，可以請你去消滅牠嗎？
QUEST_LV_0100_20150317_000943	真是太感謝了！{nl}牠是如何從那遙遠的森林跑來這邊的呢？{nl}真是莫名其妙？！
QUEST_LV_0100_20150317_000944	希德米亞從四面八方發動攻擊，{nl}可以請你去消滅牠們嗎？
QUEST_LV_0100_20150317_000945	那些希德米亞大概是希望我把頭伸進花苞裡吧，{nl}那種情況真的太糟糕了。
QUEST_LV_0100_20150317_000946	長老給了我能將潘圖洗腦加入我方陣營的神奇符咒，{nl}啟示者你要不要挑戰看看呢？{nl}
QUEST_LV_0100_20150317_000947	長老說要和潘圖一決勝負，{nl}大家都做好已經沒有後路可退的覺悟了。{nl}
QUEST_LV_0100_20150317_000948	這個結界在外側是絕對無法解開的，{nl}幸虧通往地下的入口很安全的樣子。{nl}
QUEST_LV_0100_20150317_000949	但帶著聖具前往地下實在太危險了，{nl}我在這邊等，你從地下繞到第 1層樓解除結界吧。{nl}
QUEST_LV_0100_20150317_000950	若無其事地完成別人辦不到的事情呢，{nl}女神應該也會很開心吧。
QUEST_LV_0100_20150317_000951	我本來認為自己的信仰心能一刀消滅魔族，但實際上要去做卻不容易，{nl}希望啟示者能稍微幫忙一下。
QUEST_LV_0100_20150317_000952	必須消滅眼前的所有敵人，{nl}唯有這樣我們的兄弟才能放心守護聖堂不是嗎？
QUEST_LV_0100_20150317_000953	請去樹木哨所的結界周圍消滅魔族，{nl}魔族的靈魂能夠填補神聖力，雖然很微弱。拜託你了！
QUEST_LV_0100_20150317_000954	非常好。原野上綻放的花朵就已經相當美麗了，{nl}不是嗎？
QUEST_LV_0100_20150317_000955	我們是一群追隨聖殿十字軍大師的人，{nl}我們的使命是擊退違抗女神旨意的邪惡勢力。{nl}
QUEST_LV_0100_20150317_000956	每個人追隨大師的理由都不一樣，{nl}有和我一樣獲得恩惠的人，也有像阿爾基斯一樣本來就是聖殿十字軍的人。
QUEST_LV_0100_20150317_000957	女神會不會早就預料到這種情況，所以在等待救援者呢？{nl}你背負著一個相當大的包袱，內心一定很沉重吧？！{nl}
QUEST_LV_0100_20150317_000958	趕快趕走傑斯堤吧。{nl}泰內聖堂就在落林花園裡。
QUEST_LV_0100_20150317_000959	這是從初代聖殿十字軍開始進行數百年的計畫，{nl}絕對不能停止。
QUEST_LV_0100_20150317_000960	在我準備拓本的這段時間，請你將碎片塞入前面的露克立斯紀念碑，{nl}我已經調整過尺寸了，應該能輕易完成。{nl}
QUEST_LV_0100_20150317_000961	我很快就會跟上去。等一下。
QUEST_LV_0100_20150317_000962	只要完成拓本的作業，就能和這個荒涼的地方說再見了，{nl}可以再稍微幫忙我一下嗎？
QUEST_LV_0100_20150317_000963	首都已經變成廢墟了，至少我要守住柯拉佩達。
QUEST_LV_0100_20150317_000964	一口氣擊潰企圖傷害王國的敵人，{nl}這就是我們高地戰士的戰鬥方法。{nl}
QUEST_LV_0100_20150317_000965	辛苦了，{nl}其實我也是在冒險，結果似乎還不錯的樣子，{nl}只要這樣轉告迎花嶺的凱耶陀納斯就可以了。
QUEST_LV_0100_20150317_000966	阿霧卡祭壇似乎也渴望著那股力量，{nl}有傳聞說曾經光憑那股力量就殺了數十名的魔族。
QUEST_LV_0100_20150317_000967	伊諾溫在艾賈伊拉禮拜堂四處亂竄的情景真的很難得一見，{nl}請去清理一下伊諾溫吧。
QUEST_LV_0100_20150317_000968	這裡有很多不能落入魔族手中的聖殿十字軍寶物，{nl}絕對不能被搶走。
QUEST_LV_0100_20150317_000969	對潘圖使用此一符咒後，適當地修理一頓就可以了，{nl}魯凡達群落地的潘圖槍兵應該最恰當。
QUEST_LV_0100_20150317_000970	這座都市很棒吧？ 如果有時間的話，真想停留在這個地方，{nl}但我更喜歡騎著馬四處奔馳的感覺。
QUEST_LV_0100_20150317_000971	可利用空間移動魔法陣移動至想去的塔的樓層。{nl}但不確定現在能不能用。先去看看吧！
QUEST_LV_0100_20150317_000972	希望怪物不會破壞空間移動魔法陣…
QUEST_LV_0100_20150317_000973	真是空虛啊！ {nl}連修都沒辦法修壞損得真徹底。
QUEST_LV_0100_20150317_000974	只要啟動塔的封鎖裝置，怪物就會無法進入，{nl}魔力供給裝置被破壞了，但能利用其他方法注入魔力。
QUEST_LV_0100_20150317_000975	安塔雷士，希望你千萬不要阻止那瘋狂魔法師…
QUEST_LV_0100_20150317_000976	趁著靈魂出竅的時候，準備了個很精密的陷阱啊！{nl}靈魂出竅前我還不是很滿意的說。
QUEST_LV_0100_20150317_000977	從這裡開始得小心。{nl}這裡以前監禁過有個叫做安塔雷士的危險魔法師。{nl}趕快前進到下一層吧。
QUEST_LV_0100_20150317_000978	他本來是位很優秀的魔法師。{nl}不過思想太過危險。
QUEST_LV_0100_20150317_000979	天啊，為何偏偏這種時候…{nl}
QUEST_LV_0100_20150317_000980	他被監禁的理由就是因為太執著於3層的凝聚的魔力。{nl}凝聚了數百年的魔力瞬間爆發的話，這個塔會怎麼樣呢？
QUEST_LV_0100_20150317_000981	加比婭很重要但是就是因為這樣這座塔反而更危險。{nl}安塔雷士說不定會把事情鬧大。
QUEST_LV_0100_20150317_000982	這裡有兩個調整魔力裝置的閥門。{nl}第一個魔力調節閥門在實驗室，請先去破壞它吧。
QUEST_LV_0100_20150317_000983	引爆甚麼？太危險了吧！ {nl}請找找看有沒有更安全的破壞方法。
QUEST_LV_0100_20150317_000984	安塔雷士長久以來致力於研究魔力的流動。{nl}他的研究資料若還在的話，那麼我們就能成功破壞魔力調節閥門了。{nl}應該就在這裡的某個角落…
QUEST_LV_0100_20150317_000985	這附近應該有資料才對…
QUEST_LV_0100_20150317_000986	就是這個啊！現在我知道可以怎麼破壞魔力調整閥門了。
QUEST_LV_0100_20150317_000987	接下來去找中央控制室的第二個閥門，{nl}只要能順利破壞，不管安塔雷士做出什麼事情都能確保安全。
QUEST_LV_0100_20150317_000988	請安裝吸魔石，並且消滅周圍的怪物，{nl}這樣就能重新收集替封鎖裝置充電的力量。
QUEST_LV_0100_20150317_000989	果真像個瘋狂魔法師死前的最後一刻啊！ {nl}沒有防禦魔法的話，差點就出事了啊！{nl}不知道第一個閥門已經被破壞了的話，很可能就會毀掉整個裝置了…{nl}
QUEST_LV_0100_20150317_000990	總之真是太好了。{nl}現在塔終於安全了，趕快上去吧！
QUEST_LV_0100_20150317_000991	對了，真是的，為了以防萬一先準備保護魔法吧！{nl}剛剛安塔雷士的資料包含了可以應付爆炸的魔法。
QUEST_LV_0100_20150317_000992	如果有布勒倫之核的話，就可以想點辦法。nl}只是沒辦法使用魔力而已，並不是忘記所有知識。
QUEST_LV_0100_20150317_000993	好的。這樣的話就可以放心使用了。{nl}
QUEST_LV_0100_20150317_000994	接下來去找中央控制室的第二個閥門吧。{nl}只要能順利破壞，不管安塔雷士做出什麼事情都能確保安全。
QUEST_LV_0100_20150317_000995	紅焰寶石有些不對勁，{nl}剛才安塔雷士爆炸時似乎造成了差錯。{nl}
QUEST_LV_0100_20150317_000996	消滅持有紅焰寶石的怪物，並確認狀態吧。
QUEST_LV_0100_20150317_000997	紅焰寶石怎麼這樣？{nl}怎麼不太穩定呢！
QUEST_LV_0100_20150317_000998	你看到怪物爆炸了吧？{nl}確實是很奇怪。就好像精髓的力量正在失控啊！{nl}
QUEST_LV_0100_20150317_000999	而且我不知道怎麼了…頭好痛…
QUEST_LV_0100_20150317_001000	反正這樣下去，好不容易製造完成的紅焰寶石也許會破掉也說不定。{nl}魔力安定化裝置就在這附近的某個角落，走吧。
QUEST_LV_0100_20150317_001001	但我是怎麼知道魔力安定化裝置這東西呢？{nl}我連4層都沒去過啊…
QUEST_LV_0100_20150317_001002	對…漸漸想起來了…{nl}
QUEST_LV_0100_20150317_001003	啊，精髓已經完成安定化了！{nl}我沒事。沒甚麼啦！只是突然想起來甚麼的樣子…
QUEST_LV_0100_20150317_001004	紅焰寶石失控的情況幾乎已經停止了，{nl}但如果想要讓它穩定的話，需要凝結在塔中央巨大火爐的火花的結晶。
QUEST_LV_0100_20150317_001005	快好了。沒錯…
QUEST_LV_0100_20150317_001006	都收集好了啊！{nl}先把全部的紅焰寶石交給我吧！{nl}我知道讓它完全穩定的方法，先去研究室吧！
QUEST_LV_0100_20150317_001007	希望封鎖裝置能夠完好無缺…
QUEST_LV_0100_20150317_001008	很好！這樣就可以成功啟動封鎖裝置了。
QUEST_LV_0100_20150317_001009	你就是那位幫助聖殿十字軍大師的啟示者沒錯吧？ {nl}我是來自魔法師之塔的克莉妲。{nl}
QUEST_LV_0100_20150317_001010	幫幫我吧。加比婭女神現在處境很危險。{nl}再這樣下去我們魔族會失去我們的塔的。{nl}
QUEST_LV_0100_20150317_001011	有方法可以阻止它們，但只有我才會。{nl}拜託你了。趕快來水晶小溪卡魯斯塔殿堂。
QUEST_LV_0100_20150317_001012	這裡就是塔的入口了。{nl}我就是在這裡失去意識，結果變得完全無法使用魔力。{nl}
QUEST_LV_0100_20150317_001013	但我一定會負責任到底帶你到加比婭女神那裡的{nl}準備好了吧？
QUEST_LV_0100_20150317_001014	其他魔法師不是逃走了就是死了。{nl}你是我們最後的一線希望。趕快進去吧！
QUEST_LV_0100_20150317_001015	加比婭並不是把自己給隱藏起來了。{nl}而只是為了守護魔族之塔沒辦法露面在這世上。{nl}
QUEST_LV_0100_20150317_001016	聽說你因為亞佳伊拉弗羅里找不到繼承者，而自願挺身而出啊。{nl}似乎是為了守護重要的事物才這樣的…我也不知道那是甚麼。
QUEST_LV_0100_20150317_001017	無論是我的故鄉或你的王國，都有可能再面臨神樹之日。{nl}我不會對那場災難的元凶手下留情的。
QUEST_LV_0100_20150317_001018	奧源
QUEST_LV_0100_20150317_001019	是支援嗎？ 力量源源不絕！{nl}拜託你去處理周圍的怪物。
QUEST_LV_0100_20150317_001020	其他魔法師大部分都逃跑或死了，{nl}只有加比婭獨自守護塔而已。{nl}
QUEST_LV_0100_20150317_001021	雖然魔族以前也曾經入侵，但這次的戰鬥持續太久了，{nl}書中記載的赫嘉塞露女妖會不會再出現呢…
QUEST_LV_0100_20150317_001022	身為繼承偉大弗羅里之名的人，還不能撤退！
QUEST_LV_0100_20150317_001023	真不愧是啟示者，{nl}樣子還真狼狽！
QUEST_LV_0100_20150317_001024	請再以這股氣勢加油吧！{nl}我會負責其他怪物，請你負責棘手的德雷克。
QUEST_LV_0100_20150317_001025	如果我不是一個人的話，那些怪物根本就不是對手！
QUEST_LV_0100_20150317_001026	終於能喘口氣，{nl}這邊我一個人就綽綽有餘了。謝謝！{nl}{nl}
QUEST_LV_0100_20150317_001027	庫德利歐
QUEST_LV_0100_20150317_001028	黑煤粉…只要有那個東西，就能解除說明書的封印，但卻一直找不到。{nl}很抱歉，可以幫忙我取得黑煤粉嗎？
QUEST_LV_0100_20150317_001029	乾脆從周圍的怪物身上搜刮黑煤粉不會比較好嗎？
QUEST_LV_0100_20150317_001030	謝謝！{nl}看來得準備解除封印才行了。
QUEST_LV_0100_20150317_001031	唉。我忘記不滅的火種了，{nl}應該一起拜託你才對的…那就再麻煩你一次。{nl}
QUEST_LV_0100_20150317_001032	我應該一次說清楚的，真是抱歉，{nl}都怪我太迷糊了。
QUEST_LV_0100_20150317_001033	是奇葛拉斯嗎？ 真希望單純只是閱覽室的書櫃倒下而已，{nl}可以請你去確認一下書櫃嗎？
