QUEST_LV_0200_20150317_000001	皮爾力巴斯直屬隊員
QUEST_LV_0200_20150317_001145	還好看起來沒有甚麼聖物毀損特別嚴重的。{nl}我要是力量再強一點，就可以馬上以女神的名義將怪物們淨化了。
QUEST_LV_0200_20150317_001146	有些聖物如果感受到邪惡氣息，就會隱藏自己的模樣。{nl}這種時候用普通的方法就算再怎麼用心找也找不到。{nl}
QUEST_LV_0200_20150317_001147	為了防備這樣的情況，我帶來了探測神聖力量的晶球。{nl}請觀察那隻怪物的眼睛。{nl}可能會看到那怪物一找到聖物就立刻爆衝的驚悚模樣…
QUEST_LV_0200_20150317_001148	啊，你說得沒錯。{nl}既然已經找到重要的東西，其他聖物請姊妹們幫忙就可以了吧。
QUEST_LV_0200_20150317_001149	大教堂中的祭司都被派去破解在朝聖者之路擴散的魔君那柯堤斯的詛咒了。{nl}而我正在尋找大教堂中的珍貴文獻，但必須先找到與魔君那柯堤斯有關的文獻。
QUEST_LV_0200_20150317_001150	能請你幫忙尋找有關魔君那柯堤斯的文獻嗎？
QUEST_LV_0200_20150317_001151	大教堂經歷神樹之日後，許多設施都被破壞，文獻也遺失了。雪上加霜的是，連魔族都在破壞大教堂的設施與文獻。
QUEST_LV_0200_20150317_001152	文獻怎麼樣了？
QUEST_LV_0200_20150317_001153	沒想到你能找到這麼多，真的很感謝你。
QUEST_LV_0200_20150317_001154	希望你能在大會堂中到處看看，發現大教堂文獻或相關文件時請馬上帶來給我。
QUEST_LV_0200_20150317_001155	魔族居然用那種手段… 只要魔族不消失，應該很難回收大教堂的文獻。
QUEST_LV_0200_20150317_001156	魔族把我收集的文件全都拿走了。
QUEST_LV_0200_20150317_001157	魔族對物品執著的程度非比尋常。之前魔族死死的盯著牆壁看，結果就把牆破壞掉了。
QUEST_LV_0200_20150317_001158	更可笑的是，他們帶著出現在該處的碎片跑到某個地方去了。
QUEST_LV_0200_20150317_001159	你全都找回來啦。謝謝你。
QUEST_LV_0200_20150317_001160	危急情況發生。那柯堤斯的部下開始攻擊梅伊班的裝置。魔族將會破壞梅伊班的裝置，並且把他隱藏物品獻給那柯堤斯。
QUEST_LV_0200_20150317_001161	必須在物品被獻給那柯堤斯之前搶過來。
QUEST_LV_0200_20150317_001162	魔族把朋友給我的物品拿走了。
QUEST_LV_0200_20150317_001163	雖然不知道是為了什麼，但魔族好像很想要那個物品的樣子。
QUEST_LV_0200_20150317_001164	梅伊班的裝置剩下兩個。{nl}但現在有個問題。
QUEST_LV_0200_20150317_001165	我不知道其中一個裝置該如何解除。
QUEST_LV_0200_20150317_001166	那柯堤斯的部下就在周圍，請你小心。
QUEST_LV_0200_20150317_001167	收集到資料了嗎？很好。請給我。
QUEST_LV_0200_20150317_001168	資料上說需要能變身的怪物的毛或皮革，以及牠所穿的衣服。{nl}必須消滅周圍那柯堤斯的部下，並且取得牠們的皮革及身上所穿的衣服。
QUEST_LV_0200_20150317_001169	必須再三小心，別栽在那柯堤斯部下的手中。
QUEST_LV_0200_20150317_001170	連材料都帶過來啦。
QUEST_LV_0200_20150317_001171	請使用拉烏堤拜堂前廳盡頭的鍋子製藥。
QUEST_LV_0200_20150317_001172	拉烏堤拜堂前廳盡頭有鍋子，用它來製作即可。
QUEST_LV_0200_20150317_001173	請前往第一個梅伊班的裝置找回鑰匙。{nl}然後再前往第二個梅伊班的裝置。
QUEST_LV_0200_20150317_001174	我是被派來破解朝聖者之路擴散中的詛咒的的祭司。{nl}在此處的懺悔路上有個被詛咒的朝聖者。我想以該朝聖者為對象進行實驗。你能幫助我嘛？
QUEST_LV_0200_20150317_001175	他應該不會乖乖吃藥。{nl}如果把藥抹在肉上他應該就會把它吃下。
QUEST_LV_0200_20150317_001176	只要是能馬上食用的東西，不管是什麼都可以。
QUEST_LV_0200_20150317_001177	這樣就夠了。
QUEST_LV_0200_20150317_001178	請消滅周圍的怪物並取得肉。
QUEST_LV_0200_20150317_001179	我把藥給你。{nl}請把藥抹在肉上。
QUEST_LV_0200_20150317_001180	把藥抹在肉上就行了。
QUEST_LV_0200_20150317_001181	請將肉交給朝聖者。
QUEST_LV_0200_20150317_001182	請把肉給朝聖者。然後請你觀察朝聖者的反應後再來找我。
QUEST_LV_0200_20150317_001183	朝聖者把抹上藥的肉吃了嗎？
QUEST_LV_0200_20150317_001184	謝謝你的幫忙。
QUEST_LV_0200_20150317_001185	不管怎麼吃都吃不飽…{nl}嘿… 請分給我更多食物。
QUEST_LV_0200_20150317_001186	請快給我食物。
QUEST_LV_0200_20150317_001187	我是被派來破解那柯堤斯的詛咒的祭司之一。{nl}為了破解那柯堤斯的詛咒，收集資料再進行研究固然沒錯，{nl}但是神樹之日過後，主教曾說過要守護大教堂到最後，我必須先找出他的去向才行。{nl}
QUEST_LV_0200_20150317_001188	我正在尋找主教的行蹤，你能幫我嗎？
QUEST_LV_0200_20150317_001189	沒想到主教歸來時卻已經是一副冷冰冰的屍體…{nl}很謝謝你的幫忙。
QUEST_LV_0200_20150317_001190	我必須埋葬主教的屍體，但四周的怪物實在太多了。
QUEST_LV_0200_20150317_001191	我不該把主教留在大教堂的…
QUEST_LV_0200_20150317_001192	我又再一次得到你的幫助了。真的很感謝你。
QUEST_LV_0200_20150317_001193	我擔心主教的去向。
QUEST_LV_0200_20150317_001194	我要利用那柯堤斯的部下…{nl}但該怎麼利用才好呢…{nl}啊！ 在至聖所變成那柯堤斯的部下，然後再讓部下們破壞就行了。
QUEST_LV_0200_20150317_001195	至聖所有記載著變身成怪物的藥物製作方法的資料。我要製作藥來使用。{nl}請幫我找資料。
QUEST_LV_0200_20150317_001196	現在是時候把梅伊班的裝置的位置告訴那柯堤斯的部下了。
QUEST_LV_0200_20150317_001197	我把拼命收集到的材料拿過去，但卻在途中跌倒，結果資料跑到那個機器的下面去了。那台機器老是上下動來動去，很難拿出來…
QUEST_LV_0200_20150317_001198	差一點就出大事了。
QUEST_LV_0200_20150317_001199	一定是那柯堤斯的部下拿走了。{nl}必須趕快把鑰匙找回來。
QUEST_LV_0200_20150317_001200	梅伊班留下的書籍
QUEST_LV_0200_20150317_001201	來到此地的啟示者請透過證明的祭司向大家證明你是真正的啟示者吧！
QUEST_LV_0200_20150317_001202	啟示就在後面的房間。請將召喚我的靈魂的聖書放在祭壇上。接著就可以開始解讀啟示。
QUEST_LV_0200_20150317_001203	真是淒慘啊！ {nl}我們的教堂，竟被那些兇殘無禮的怪物…
QUEST_LV_0200_20150317_001204	兩種命令
QUEST_LV_0200_20150317_001205	幫忙偵查
QUEST_LV_0200_20150317_001206	士兵的珍貴物品(1)
QUEST_LV_0200_20150317_001207	幫忙找
QUEST_LV_0200_20150317_001208	士兵的珍貴物品(2)
QUEST_LV_0200_20150317_001209	要收集枯樹枝回來
QUEST_LV_0200_20150317_001210	不想再插手
QUEST_LV_0200_20150317_001211	士兵的珍貴物品(3)
QUEST_LV_0200_20150317_001212	委託
QUEST_LV_0200_20150317_001213	準備柴火中/#SITGROPESET2/3.5/TRACK_BEFORE
QUEST_LV_0200_20150317_001214	紅樹林哥布林的襲擊
QUEST_LV_0200_20150317_001215	觀察中…/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001216	Notice/樹林巨獸哥布林氣得抓狂了！#5
QUEST_LV_0200_20150317_001217	確保通往大王關口的路(1)
QUEST_LV_0200_20150317_001218	無視
QUEST_LV_0200_20150317_001219	地區安全化(1)
QUEST_LV_0200_20150317_001220	確保通往大王關口的路(2)
QUEST_LV_0200_20150317_001221	要支援
QUEST_LV_0200_20150317_001222	沒有這種閒暇時間
QUEST_LV_0200_20150317_001223	貓頭鷹雕像的小幫助
QUEST_LV_0200_20150317_001224	代替你去消滅
QUEST_LV_0200_20150317_001225	確保通往大王關口的路(3)
QUEST_LV_0200_20150317_001226	會再來
QUEST_LV_0200_20150317_001227	看起來危險
QUEST_LV_0200_20150317_001228	離開的路
QUEST_LV_0200_20150317_001229	遭到襲擊的搜索隊
QUEST_LV_0200_20150317_001230	要去德利耶查濕地看一下
QUEST_LV_0200_20150317_001231	一起去避一下
QUEST_LV_0200_20150317_001232	Notice/消滅鋼鐵巴溫！/5
QUEST_LV_0200_20150317_001233	墳墓的主人
QUEST_LV_0200_20150317_001234	詢問是因為什麼事
QUEST_LV_0200_20150317_001235	指揮官巴塞寧(1)
QUEST_LV_0200_20150317_001236	能夠幫忙
QUEST_LV_0200_20150317_001237	關於卡汀森林
QUEST_LV_0200_20150317_001238	收集苔癬
QUEST_LV_0200_20150317_001239	我會收集苔癬回來
QUEST_LV_0200_20150317_001240	收集變色的草
QUEST_LV_0200_20150317_001241	我會去收集變色的草回來，請先進行調查
QUEST_LV_0200_20150317_001242	收集樹皮
QUEST_LV_0200_20150317_001243	一起解決
QUEST_LV_0200_20150317_001244	樹皮的秘密(4)
QUEST_LV_0200_20150317_001245	欣然消滅樹精
QUEST_LV_0200_20150317_001246	恐懼之森
QUEST_LV_0200_20150317_001247	會轉交翅膀碎片
QUEST_LV_0200_20150317_001248	翅膀碎片(1)
QUEST_LV_0200_20150317_001249	轉交中/MAKING/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001250	翅膀碎片(2)
QUEST_LV_0200_20150317_001251	提議轉交翅膀碎片
QUEST_LV_0200_20150317_001252	巡查路的營火
QUEST_LV_0200_20150317_001253	沒有這種空閒時間
QUEST_LV_0200_20150317_001254	巡查路的營火(2)
QUEST_LV_0200_20150317_001255	組裝中/FIRE/1.5/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001256	Notice/營火已點燃。#3
QUEST_LV_0200_20150317_001257	巡查路的營火(3)
QUEST_LV_0200_20150317_001258	巡查路的營火(4)
QUEST_LV_0200_20150317_001259	指揮官巴塞寧(2)
QUEST_LV_0200_20150317_001260	回去營地
QUEST_LV_0200_20150317_001261	稍微休息一下再走
QUEST_LV_0200_20150317_001262	慰靈祭(1)
QUEST_LV_0200_20150317_001263	會幫忙收拾遺骸
QUEST_LV_0200_20150317_001264	沒有這種空閒時間
QUEST_LV_0200_20150317_001265	關於貓頭鷹雕像
QUEST_LV_0200_20150317_001266	完成靈魂之力(1)
QUEST_LV_0200_20150317_001267	說會帶來靈魂石
QUEST_LV_0200_20150317_001268	完成靈魂之力(2)
QUEST_LV_0200_20150317_001269	要淨化靈魂
QUEST_LV_0200_20150317_001270	開啟中/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001271	逃跑的水母怪幼蟲
QUEST_LV_0200_20150317_001272	提議收集水母怪的幼蟲回來
QUEST_LV_0200_20150317_001273	留下來的靈魂
QUEST_LV_0200_20150317_001274	代替你去消滅怪物
QUEST_LV_0200_20150317_001275	逃走的靈魂
QUEST_LV_0200_20150317_001276	要幫商人找回包袱
QUEST_LV_0200_20150317_001277	被遺忘的靈魂
QUEST_LV_0200_20150317_001278	要幫他找回卷軸
QUEST_LV_0200_20150317_001279	朝聖者的痕跡
QUEST_LV_0200_20150317_001280	提議寫碑石的內容
QUEST_LV_0200_20150317_001281	火海
QUEST_LV_0200_20150317_001282	消滅賽夸伊亞的火焰
QUEST_LV_0200_20150317_001283	支援後防部隊
QUEST_LV_0200_20150317_001284	會幫忙減少周圍怪物的數量
QUEST_LV_0200_20150317_001285	抱歉無法幫忙
QUEST_LV_0200_20150317_001286	關於森林之路
QUEST_LV_0200_20150317_001287	慰靈祭(2)
QUEST_LV_0200_20150317_001288	要找回遺物
QUEST_LV_0200_20150317_001289	只能幫到這裡
QUEST_LV_0200_20150317_001290	慰靈祭(3)
QUEST_LV_0200_20150317_001291	詢問能在哪裡取得蝴蝶香
QUEST_LV_0200_20150317_001292	為了靈魂祈禱
QUEST_LV_0200_20150317_001293	危險的王座大蜘蛛(1)
QUEST_LV_0200_20150317_001294	就這樣無視吧
QUEST_LV_0200_20150317_001295	關於怪物破壞貓頭鷹的理由
QUEST_LV_0200_20150317_001296	危險的王座大蜘蛛(2)
QUEST_LV_0200_20150317_001297	要收集南瓜精的腳根回來
QUEST_LV_0200_20150317_001298	被束縛的靈魂
QUEST_LV_0200_20150317_001299	要去看一下奈拉斯貝山麓再回來
QUEST_LV_0200_20150317_001300	不會出什麼事的
QUEST_LV_0200_20150317_001301	失誤的救援(1)
QUEST_LV_0200_20150317_001302	說服靈魂並將他們送去那裡
QUEST_LV_0200_20150317_001303	關於靈魂的失蹤
QUEST_LV_0200_20150317_001304	Notice/！/請說服流浪在奈拉斯貝山麓的靈魂，將他們引導向貓頭鷹！{nl}見到靈魂的話，要好好跟他們對話並且說服他們！#5
QUEST_LV_0200_20150317_001305	失誤的救援(2)
QUEST_LV_0200_20150317_001306	要去阿姆拉羅丘陵看一下
QUEST_LV_0200_20150317_001307	灰色青苔泥人的襲擊
QUEST_LV_0200_20150317_001308	Notice/！/請消滅突然出現的青苔泥人！#8
QUEST_LV_0200_20150317_001309	Notice/成功消滅突然出現的灰色青苔泥人！#8
QUEST_LV_0200_20150317_001310	最後任務(1)
QUEST_LV_0200_20150317_001311	太可憐了，就幫他吧。
QUEST_LV_0200_20150317_001312	感覺有點可怕，還是拒絕吧
QUEST_LV_0200_20150317_001313	關於靈魂
QUEST_LV_0200_20150317_001314	最後任務(2)
QUEST_LV_0200_20150317_001315	收集老凱帕的外皮回來
QUEST_LV_0200_20150317_001316	因為很忙，就只能幫到這裡了
QUEST_LV_0200_20150317_001317	最後任務(3)
QUEST_LV_0200_20150317_001318	對怪物實驗看看
QUEST_LV_0200_20150317_001319	因為不安不想去做
QUEST_LV_0200_20150317_001320	最後任務(4)
QUEST_LV_0200_20150317_001321	去收集艾倫的葉子回來吧
QUEST_LV_0200_20150317_001322	最後任務(5)
QUEST_LV_0200_20150317_001323	要完成作戰
QUEST_LV_0200_20150317_001324	好像很危險，還是算了吧
QUEST_LV_0200_20150317_001325	設置誘餌中/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001326	卡汀森林偏僻之處
QUEST_LV_0200_20150317_001327	不會是鐵甲僵屍的，你可以放心
QUEST_LV_0200_20150317_001328	消失的部隊員(1)
QUEST_LV_0200_20150317_001329	要幫忙找偵察兵
QUEST_LV_0200_20150317_001330	雖然很抱歉，但我還是拒絕
QUEST_LV_0200_20150317_001331	消失的部隊員(2)
QUEST_LV_0200_20150317_001332	先幫你消滅怪物
QUEST_LV_0200_20150317_001333	需要一點準備的時間
QUEST_LV_0200_20150317_001334	補給部隊在哪裡(1)
QUEST_LV_0200_20150317_001335	幫你找補給部隊
QUEST_LV_0200_20150317_001336	補給部隊在哪裡(2)
QUEST_LV_0200_20150317_001337	幫忙回收補給物
QUEST_LV_0200_20150317_001338	會等到回收完所有補給品為止
QUEST_LV_0200_20150317_001339	補給部隊在哪裡(3)
QUEST_LV_0200_20150317_001340	除了任務還是任務
QUEST_LV_0200_20150317_001341	要幫忙收集鉤子
QUEST_LV_0200_20150317_001342	等到都收集好為止
QUEST_LV_0200_20150317_001343	皮爾力巴斯的指揮力
QUEST_LV_0200_20150317_001344	打算協助
QUEST_LV_0200_20150317_001345	不太妥當
QUEST_LV_0200_20150317_001346	獨自留下的分隊員
QUEST_LV_0200_20150317_001347	找出卷軸吧
QUEST_LV_0200_20150317_001348	趕快回去比較好
QUEST_LV_0200_20150317_001349	最後一次一起
QUEST_LV_0200_20150317_001350	要幫你收拾遺物
QUEST_LV_0200_20150317_001351	大根平原的災厄(1)
QUEST_LV_0200_20150317_001352	跟著去依茲達金卡斯街道吧
QUEST_LV_0200_20150317_001353	需要一點準備的時間
QUEST_LV_0200_20150317_001354	大根平原的災厄(2)
QUEST_LV_0200_20150317_001355	我會參與戰鬥
QUEST_LV_0200_20150317_001356	要求給一點準備的時間
QUEST_LV_0200_20150317_001357	消滅藍色大蘑菇精
QUEST_LV_0200_20150317_001358	試圖觸碰中/FIRE/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001359	Notice/！/藍色大蘑菇精突然成群結隊出現了！#5
QUEST_LV_0200_20150317_001360	阻擋去路的怪物妨礙
QUEST_LV_0200_20150317_001361	Notice/！/消滅擋路的怪物！!#8
QUEST_LV_0200_20150317_001362	Notice/成功消滅擋路的怪物！#8
QUEST_LV_0200_20150317_001363	某位無名士兵的恨
QUEST_LV_0200_20150317_001364	正在配帶項鍊/MAKING/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001365	Notice/！/請消滅讓遺物主人瀕臨死亡邊緣的{nl}狼人吧！#5
QUEST_LV_0200_20150317_001366	為死者祈福中/MAKING/2/TRACK_AFTER/None
QUEST_LV_0200_20150317_001367	Notice/項鍊跟遺物一起消失了！
QUEST_LV_0200_20150317_001368	危險的王座大蜘蛛(3)
